County_Name,State_Name,Latitude,Longitude,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03
Lincoln,South Dakota,43.2789167,-96.7218071,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,5,11,17,19
Lincoln,Tennessee,35.1405012,-86.5888793,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4
Lincoln,Washington,47.5730506,-118.4177041,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lincoln,Wyoming,42.2640507,-110.6560078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Linn,Iowa,42.0789247,-91.5989639,0,0,0,0,0,0,0,3,4,6,6,7,12,22,36,42,71,90,94,103,118
Linn,Kansas,38.2122746,-94.8429589,0,0,0,0,0,1,1,1,2,2,2,4,4,4,4,5,5,5,5,6,5
Linn,Oregon,44.4887414,-122.5343983,8,9,10,15,15,17,18,19,19,20,21,25,26,28,32,36,36,37,37,37,37
Litchfield,Connecticut,41.7462600,-73.1889500,3,3,3,5,5,7,8,11,12,13,13,33,44,52,65,87,113,121,121,141,173
Live Oak,Texas,29.5540300,-98.3286800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
Livingston,Illinois,40.8915550,-88.5577231,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,5,6
Livingston,Louisiana,30.4502388,-90.7391483,0,0,0,0,0,0,1,2,2,5,5,6,11,11,12,15,16,23,25,33,40
Livingston,Michigan,42.6029182,-83.9115240,0,0,0,0,0,1,3,6,8,9,9,16,21,31,41,59,64,80,102,113,121
Livingston,Missouri,39.7820987,-93.5482869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Livingston,New York,42.7280835,-77.7754386,0,0,0,0,0,0,0,2,2,3,3,3,3,3,10,13,15,18,18,18,18
Llano,Texas,30.7056824,-98.6839603,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3
Logan,Colorado,40.7245668,-103.1102630,0,0,0,0,0,0,0,0,2,2,2,2,2,3,5,5,5,6,6,7,7
Logan,Illinois,40.1245268,-89.3675222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Logan,Kentucky,36.8596682,-86.8787961,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,4
Logan,Ohio,40.3884835,-83.7658022,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3
Logan,Oklahoma,35.9193151,-97.4433147,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,4,4,4,5,5
Logan,West Virginia,37.8314754,-81.9353258,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4
Long,Georgia,31.7525468,-81.7457870,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Lonoke,Arkansas,34.7542493,-91.8886588,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,13,16
Lorain,Ohio,41.4682000,-82.1781500,0,2,3,4,6,6,10,14,19,24,24,37,44,56,65,74,78,82,85,90,95
Los Angeles,California,34.0534900,-118.2453200,40,69,94,144,190,231,292,351,407,540,540,812,1230,1465,1818,2136,2474,3019,3037,4045,4566
Loudon,Tennessee,35.7351584,-84.3157052,0,0,0,0,0,0,0,0,1,1,1,3,6,6,6,8,8,8,8,9,12
Loudoun,Virginia,39.0906991,-77.6356479,3,5,5,5,5,5,9,14,15,15,15,20,28,43,54,61,61,87,105,121,130
Louisa,Iowa,41.2188394,-91.2633997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Louisa,Virginia,37.9781295,-77.9629619,0,0,0,0,0,0,0,0,1,2,2,3,4,5,6,6,8,9,12,12,12
Love,Oklahoma,33.9490567,-97.2473888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Lowndes,Alabama,32.1547213,-86.6501039,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2
Lowndes,Georgia,30.8336283,-83.2676955,1,2,3,4,5,8,7,7,8,8,8,12,14,16,20,20,21,23,24,26,32
Lowndes,Mississippi,33.4730184,-88.4434534,0,0,0,0,0,0,0,4,4,6,6,6,8,9,10,10,10,11,11,10,12
Lubbock,Texas,33.6101930,-101.8204416,0,0,0,2,3,3,2,9,9,9,10,13,19,29,41,41,77,100,100,117,138
Lucas,Ohio,41.6198584,-83.6597766,0,1,1,1,1,1,2,4,7,10,10,23,35,50,67,94,114,133,171,206,233
Luce,Michigan,46.4706882,-85.5442926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lumpkin,Georgia,34.5722039,-84.0027424,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4,4,7,7,7,7
Luzerne,Pennsylvania,41.2866900,-75.9027200,0,1,1,1,1,1,2,6,7,10,10,27,36,55,65,94,150,212,282,384,484
Lycoming,Pennsylvania,41.3433081,-77.0644292,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,6,7,7,8
Lyman,South Dakota,43.8929823,-99.8598104,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Lynchburg,Virginia,37.4004090,-79.1909792,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,3,4,5,7,9,9
Lynn,Texas,33.1768364,-101.8159973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3
Lyon,Iowa,43.3804800,-96.2102532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lyon,Kansas,38.4561481,-96.1526522,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,7,11,14,12,16,17
Lyon,Kentucky,37.0261669,-88.0789951,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Lyon,Minnesota,44.4134790,-95.8389402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
Lyon,Nevada,39.0204082,-119.1891814,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2
Mackinac,Michigan,46.0816496,-85.0949245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Macomb,Michigan,42.6956500,-82.9217100,1,2,5,8,10,55,86,121,140,175,175,281,347,404,534,620,728,853,1088,1332,1560
Macon,Alabama,32.3859344,-85.6925803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5
Macon,Georgia,32.3576987,-84.0425952,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2
Macon,Illinois,39.8600060,-88.9615817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2
Macon,Missouri,39.8307487,-92.5645514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
Macon,North Carolina,35.1504405,-83.4218611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Macon,Tennessee,36.5320846,-86.0072868,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,5,7
Macoupin,Illinois,39.2610011,-89.9244021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Madera,California,36.9620500,-120.0639900,1,1,1,1,1,1,3,3,3,6,6,7,10,10,11,15,21,23,23,25,28
Madison,Alabama,34.7631180,-86.5501895,0,0,0,1,1,5,7,9,16,21,21,36,43,60,62,79,96,100,105,116,123
Madison,Florida,40.2138800,-85.7094800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Madison,Georgia,34.1277742,-83.2091172,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,5,7
Madison,Idaho,43.7841856,-111.6591909,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4
Madison,Illinois,38.8300622,-89.9017802,0,0,0,0,1,1,1,2,2,2,2,3,3,8,10,12,13,16,16,29,31
Madison,Indiana,40.1616556,-85.7193584,0,0,0,0,0,1,1,1,2,2,2,4,4,7,12,18,29,38,46,62,67
Madison,Iowa,41.3306368,-94.0155912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Madison,Kentucky,37.7201225,-84.2780109,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,7,8,10,10,10,11
Madison,Louisiana,32.3640053,-91.2489752,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Madison,Mississippi,32.6380796,-90.0350270,0,0,0,0,0,1,3,7,9,11,11,17,21,25,29,37,37,42,53,55,65
Madison,Montana,45.3008648,-111.9203794,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,4,4,6,6,6,6
Madison,Nebraska,41.9167276,-97.6007732,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,5,5
Madison,New York,42.9129075,-75.6697890,0,0,0,0,0,0,0,0,0,4,4,7,9,17,29,42,49,62,62,77,77
Madison,Ohio,39.8940908,-83.4001671,0,0,0,0,0,0,0,0,1,1,1,2,3,3,4,4,5,7,9,11,13
Madison,Tennessee,35.6080904,-88.8384391,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,5,5,13,17
Madison,Virginia,32.6096000,-90.0183300,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,2
Mahaska,Iowa,41.3352070,-92.6408665,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3
Mahnomen,Minnesota,47.3252345,-95.8089486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Mahoning,Ohio,41.0146443,-80.7762383,0,0,0,1,3,5,7,14,18,23,23,42,51,68,80,84,117,153,177,192,220
Major,Oklahoma,36.3115992,-98.5359968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malheur,Oregon,43.1934716,-117.6231012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Manassas City,Virginia,38.7479190,-77.4836372,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,7,8,9,12,13
Manassas Park,Virginia,38.7667300,-77.4417300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
Manatee,Florida,27.4964300,-82.5395400,4,4,4,7,8,9,10,13,13,15,15,26,25,29,32,38,42,53,53,89,104
Manchester,New Hampshire,42.9458200,-71.4772000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
Manistee,Michigan,44.3329659,-86.0566640,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Marathon,Wisconsin,44.8982878,-89.7590945,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,8,9
Marengo,Alabama,32.2476084,-87.7895785,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,4,4,4,5,8
Maricopa,Arizona,33.3488247,-112.4912788,3,4,8,9,11,22,34,49,81,139,139,251,299,399,454,545,690,788,871,961,1049
Maries,Missouri,38.1617076,-91.9248165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
Marin,California,38.0718873,-122.7195348,3,5,9,11,15,15,38,38,38,38,47,60,65,68,69,74,98,107,107,118,131
Marinette,Wisconsin,45.3832309,-88.0336279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2
Marion,Alabama,34.1365452,-87.8872628,0,0,0,0,0,0,0,1,1,1,1,5,7,7,9,10,9,9,9,11,16
Marion,Florida,29.2101870,-82.0566251,0,0,0,0,0,0,0,2,3,4,4,5,5,9,18,22,23,25,25,33,38
Marion,Georgia,32.3534494,-84.5245582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marion,Illinois,38.6495838,-88.9189293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3
Marion,Indiana,39.7817436,-86.1384149,3,6,7,9,11,19,25,46,82,82,82,226,293,484,584,676,804,964,1117,1304,1429
Marion,Kansas,38.3588913,-97.0968199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marion,Kentucky,37.5524528,-85.2695460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Marion,Mississippi,31.2307999,-89.8223957,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,5,6,5,5
Marion,Ohio,40.5872053,-83.1607696,0,0,0,0,0,0,1,1,1,3,3,4,4,5,5,6,7,8,9,10,11
Marion,Oregon,44.7504500,-122.9405200,2,2,2,4,8,13,17,19,22,30,30,43,57,83,94,109,123,141,141,164,178
Marion,South Carolina,34.0800850,-79.3625239,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
Marion,Tennessee,35.1293712,-85.6227526,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,5,6,5,5,13,14
Marion,West Virginia,39.5099471,-80.2433041,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5,10,11
Marlboro,South Carolina,34.6019975,-79.6786623,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,2,2,2,3,3
Marquette,Michigan,46.4312528,-87.6415934,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,5,7
Marquette,Wisconsin,43.8196226,-89.3987812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
Marshall,Alabama,34.2347589,-86.3198650,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,7,7,6,7,17
Marshall,Illinois,41.0331461,-89.3447671,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Marshall,Indiana,41.3248671,-86.2617510,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,4,4
Marshall,Iowa,42.0358398,-92.9987684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,8,8,9,10
Marshall,Kentucky,36.8836793,-88.3439472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Marshall,Mississippi,34.7622510,-89.5031233,0,0,0,0,0,0,1,2,3,3,3,4,7,9,11,13,13,14,15,18,19
Marshall,South Dakota,45.7586857,-97.5984650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Marshall,Tennessee,35.4688283,-86.7651024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4
Marshall,West Virginia,39.8601492,-80.6610520,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4,4,4,4,4,4,4
Martin,Florida,27.0880973,-80.3831733,0,0,0,0,0,1,1,1,2,4,4,7,11,17,26,27,27,28,28,34,42
Martin,Kentucky,37.8014711,-82.5131689,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1
Martin,Minnesota,43.6743491,-94.5510494,0,0,0,0,2,3,4,5,8,8,8,10,12,18,19,21,23,25,25,29,32
Martin,North Carolina,35.8415992,-77.1069966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
Martin,Texas,32.3060677,-101.9511384,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Mason,Kentucky,38.5931765,-83.8249327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
Mason,Washington,38.6150400,-83.8098800,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,5,6,11,13
Mason,West Virginia,38.7680169,-82.0248903,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
Massac,Illinois,37.2193326,-88.7075864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Matagorda,Texas,28.6912300,-95.9675500,0,1,1,2,3,3,3,3,3,4,4,6,9,10,11,11,21,27,27,35,36
Matanuska-Susitna,Alaska,62.3157481,-149.5749125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Matanuska-Susitna Borough,Alaska,62.3157487,-149.5749123,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Matanuska-Susitna--Wasilla,Alaska,62.3157481,-149.5749125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mathews,Virginia,37.4392732,-76.3454472,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,2,2,2,2,2
Maui,Hawaii,20.8595351,-156.5646068,0,1,1,2,3,3,5,7,9,11,11,9,14,16,16,20,25,25,25,27,36
Maury,Tennessee,35.6169825,-87.0770305,0,0,0,0,0,0,1,1,2,6,6,7,7,7,8,8,11,15,15,18,20
Maverick,Texas,28.7430112,-100.3142594,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4
Mayes,Oklahoma,36.3008942,-95.2319260,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,5,5,5
McClain,Oklahoma,35.0093484,-97.4441735,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,3,9,11,10
McCook,South Dakota,43.6743065,-97.3684216,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
McCormick,South Carolina,33.9055569,-82.3064266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
McCracken,Kentucky,37.0478932,-88.7102874,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,8,8,8,10
McCreary,Kentucky,36.7369782,-84.4841408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
McCurtain,Oklahoma,34.1153199,-94.7711568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
McDonald,Missouri,36.6286794,-94.3483578,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
McDowell,North Carolina,35.6813947,-82.0486550,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,5,7,7,8,8,8
McHenry,Illinois,42.3262100,-88.2673100,2,2,2,2,4,6,8,11,12,12,12,19,27,45,47,52,52,63,63,81,102
McHenry,North Dakota,48.2345431,-100.6363092,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
McIntosh,North Dakota,46.1117685,-99.4412142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
McKenzie,North Dakota,47.7306682,-103.4041735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
McKinley,Navajo Nation,35.9018100,-109.0304100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
McKinley,New Mexico,35.5804969,-108.2614434,0,0,0,0,0,0,1,1,2,2,2,3,3,5,5,9,12,16,16,24,32
"McKinley, NM",Navajo Nation,35.9017500,-109.0303600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0
McLean,Illinois,40.4908761,-88.8473152,0,0,0,0,0,0,4,6,6,7,7,8,8,10,10,14,17,19,19,32,35
McLean,Kentucky,37.5290169,-87.2634060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
McLean,North Dakota,47.5619375,-101.0094125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
McLennan,Texas,31.5523403,-97.2018059,0,0,0,0,5,7,13,16,16,16,20,28,33,33,34,34,36,44,44,48,49
McMinn,Tennessee,35.4247877,-84.6174474,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3
McNairy,Tennessee,35.1755063,-88.5636670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3
McPherson,Kansas,38.3916694,-97.6480773,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,5,6
Mcduffie,Georgia,33.4795427,-82.4810625,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,5
Mcintosh,Georgia,31.4991781,-81.4110998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
Mckean,Pennsylvania,41.8077199,-78.5681032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Mclntosh,North Dakota,46.1117685,-99.4412142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Meade,South Dakota,44.5667670,-102.7169964,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Meagher,Montana,46.5982123,-110.8856935,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Mecklenburg,North Carolina,35.2414779,-80.8308055,1,4,7,11,14,31,43,77,80,106,106,170,204,259,299,336,382,420,444,533,601
Mecklenburg,Virginia,36.6867770,-78.3594444,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,4,4,4,4,5,7
Mecosta,Michigan,43.6408107,-85.3246212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,4
Medina,Ohio,41.1404200,-81.8640200,0,1,2,3,4,5,6,9,10,15,15,22,24,32,37,45,48,55,59,68,79
Medina,Texas,29.3556382,-99.1100245,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3
Meeker,Minnesota,45.1231096,-94.5273442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Meigs,Tennessee,35.5080699,-84.8114150,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
Menard,Illinois,40.0273939,-89.8021561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mendocino,California,39.4402406,-123.3912784,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4
Menifee,Kentucky,37.9413338,-83.5988016,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3
Menominee,Wisconsin,45.0043602,-88.7099233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Merced,California,37.1918743,-120.7177390,0,0,0,0,0,0,0,0,0,1,1,2,4,4,8,8,10,10,10,12,16
Mercer,Illinois,41.2054074,-90.7386839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mercer,Kentucky,37.8109414,-84.8743849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Mercer,New Jersey,40.2833191,-74.7015737,1,1,6,9,15,20,22,30,40,50,50,82,111,131,168,202,249,268,333,386,484
Mercer,North Dakota,47.2957485,-101.8365371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mercer,Ohio,40.5399844,-84.6293595,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,5,6
Mercer,Pennsylvania,41.3021995,-80.2577334,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,7,7,8,8,9,10
Mercer,West Virginia,37.4055652,-81.1114323,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3
Meriwether,Georgia,33.0407873,-84.6884073,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,6,6,7,9,10
Merrimack,New Hampshire,43.2976535,-71.6801810,0,0,0,0,1,1,2,4,4,4,4,5,5,11,14,18,22,27,27,33,36
Mesa,Colorado,39.1661600,-108.1388900,0,1,1,1,1,1,1,1,4,5,5,6,6,7,9,11,12,16,16,17,20
Miami,Indiana,40.7694371,-86.0449588,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,4,5
Miami,Ohio,40.0534488,-84.2289072,0,0,0,0,0,1,2,11,13,17,17,19,20,32,38,43,46,52,60,62,66
Miami-Dade,Florida,25.6141821,-80.5679083,8,13,13,40,76,0,0,169,227,278,278,491,654,869,1121,1472,1701,2123,2123,2886,3364
Middlesex,Connecticut,41.4630666,-72.5347041,0,0,0,0,1,3,5,6,6,8,8,15,18,25,28,38,50,56,56,74,91
Middlesex,Massachusetts,42.4855941,-71.3917913,60,65,83,89,100,119,144,177,199,232,232,446,538,685,842,981,1141,1340,1340,1870,2202
Middlesex,New Jersey,40.5793600,-74.5006700,6,11,17,22,40,64,76,116,147,210,210,316,505,640,808,938,1123,1277,1493,1766,2125
Midland,Michigan,43.6468649,-84.3881103,0,0,0,0,0,1,3,3,5,5,5,6,6,8,8,8,9,10,12,15,16
Midland,Texas,31.8693250,-102.0314523,0,0,0,0,0,0,1,1,1,1,1,4,6,7,11,13,13,16,16,19,22
Mifflin,Pennsylvania,40.6103651,-77.6170541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2
Milam,Texas,30.7863001,-96.9767480,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Miller,Arkansas,33.3121771,-93.8915505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8
Miller,Georgia,31.1639441,-84.7306565,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4,5,4,4,4,11
Milwaukee,Wisconsin,43.0420000,-87.9068700,2,6,13,40,47,62,95,126,182,204,204,333,347,411,541,606,617,710,780,869,1023
Mineral,Colorado,37.6688625,-106.9240904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
Mineral,West Virginia,39.4147358,-78.9436776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Minidoka,Idaho,42.8542578,-113.6374878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Minnehaha,South Dakota,43.6741776,-96.7914246,3,3,4,5,5,5,5,5,5,5,5,13,16,18,21,25,28,31,40,54,68
Missaukee,Michigan,44.3373129,-85.0946758,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Mississippi,Arkansas,35.7629741,-90.0583252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Missoula,Montana,46.8727800,-113.9962500,0,2,2,3,3,3,3,3,3,6,6,6,7,8,9,11,12,14,14,17,17
Mitchell,Georgia,31.2252705,-84.1941827,0,0,0,0,0,0,0,0,0,0,0,4,10,14,15,15,16,34,38,40,46
Mitchell,Iowa,43.3564193,-92.7890360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Mitchell,Kansas,39.3932895,-98.2093986,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2
Mitchell,North Carolina,36.0132298,-82.1635734,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2
Mobile,Alabama,30.7898902,-88.2063594,0,0,0,0,0,1,3,2,2,2,2,10,18,23,34,40,45,52,56,69,103
Moffat,Colorado,40.6183837,-108.2073023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,3
Mohave,Arizona,35.7025505,-113.7535240,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,7,7,7,8,9
Moniteau,Missouri,38.6317995,-92.5837957,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,2,2,2,2,2
