County_Name,State_Name,Latitude,Longitude,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
DeKalb,Illinois,41.8935567,-88.7702903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeKalb,Indiana,41.3975970,-84.9990827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeSoto,Mississippi,34.8749403,-89.9888221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DeWitt,Texas,29.0820590,-97.3568176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deaf Smith,Texas,34.9659907,-102.6047754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dearborn,Indiana,39.1453242,-84.9735377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Decatur,Georgia,30.8819924,-84.5711944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,Indiana,39.3070309,-85.5011685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,Tennessee,35.6032351,-88.1111373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Lodge,Montana,46.3973300,-112.7353300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defiance,Ohio,41.3239139,-84.4904998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dekalb,Georgia,33.7715373,-84.2264653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dekalb,Tennessee,35.9799696,-85.8326966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,Indiana,40.2275034,-85.3969120,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Delaware,New York,42.1980433,-74.9663520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,Ohio,40.2784204,-83.0049769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,Oklahoma,36.3958128,-94.7987047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delaware,Pennsylvania,39.9167251,-75.3989856,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4
Delaware County,Indiana,40.2275034,-85.3969120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Delta,Colorado,38.8613415,-107.8627986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denton,Texas,33.2165900,-97.1316200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Denver,Colorado,39.7400100,-104.9920200,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5
Des Moines,Iowa,41.5898100,-93.6153800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deschutes,Oregon,44.1592400,-121.2596700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desha,Arkansas,33.8311618,-91.2617537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desoto,Florida,27.1862582,-81.8095006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desoto,Mississippi,34.8749403,-89.9888221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit,Michigan,43.8942032,-85.7877217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit City,Michigan,42.3830900,-83.1021500,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0
Deuel,South Dakota,44.7600203,-96.6679563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickinson,Iowa,43.3779479,-95.1508217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickinson,Michigan,46.0092240,-87.8702798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickson,Michigan,36.1490610,-87.3565970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickson,Tennessee,36.1490610,-87.3565971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon,South Carolina,34.3915673,-79.3788873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District of Columbia,District of Columbia,38.9047712,-77.0163218,0,0,0,0,0,0,0,1,2,2,2,3,3,4,4,5
Divide,North Dakota,48.8149101,-103.4873842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,Georgia,32.1722172,-83.1683529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,Minnesota,44.0225843,-92.8620731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,Nebraska,41.5780023,-96.6539623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodge,Wisconsin,43.4162726,-88.7075086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dona Ana,New Mexico,32.3896500,-106.8147500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doniphan,Kansas,39.7876683,-95.1479425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorchester,South Carolina,33.0795466,-80.4054902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dothan,Alabama,31.2228900,-85.4173100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dougherty,Georgia,31.5333249,-84.2162944,0,0,0,0,2,2,4,6,6,6,6,6,6,12,17,17
Douglas,Colorado,39.3296664,-104.9295706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Georgia,33.7017959,-84.7682405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Douglas,Illinois,39.7694501,-88.2173254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Kansas,38.8846291,-95.2925546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Minnesota,45.9337327,-95.4535418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Nebraska,41.2953516,-96.1553341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Douglas,Nevada,38.9074167,-119.6036350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Oregon,43.2797710,-123.1664872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Washington,47.7346900,-119.6899282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas,Wisconsin,46.4315411,-91.9153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doña Ana,New Mexico,32.3896500,-106.8147500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew,Arkansas,33.5894008,-91.7199910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuPage,Illinois,41.8519405,-88.0856113,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7
Dubois,Indiana,38.3642939,-86.8798086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,Iowa,42.4677547,-90.8852955,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Dukes and Nantucket,Massachusetts,42.3127530,-71.3018295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunklin,Missouri,36.1058490,-90.1656300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunn,North Dakota,47.3473229,-102.6257118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunn,Wisconsin,44.9465692,-91.8963636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duplin,North Carolina,34.9363717,-77.9331404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durham,North Carolina,35.9954200,-78.8964400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dutchess,New York,41.7647751,-73.7428168,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2
Duval,Florida,30.4784400,-81.6255700,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3
Dyer,Tennessee,36.0591887,-89.4087002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle,Colorado,39.6556500,-106.8278800,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
Eagle River,Alaska,61.3215700,-149.5671200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early,Georgia,31.3227559,-84.9036802,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
East Baton Rouge,Louisiana,30.5392654,-91.0921701,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,7
East Carroll,Louisiana,32.7308686,-91.2390779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Feliciana,Louisiana,30.8448261,-91.0460184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastland,Texas,32.3271137,-98.8323608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eaton,Michigan,42.5960749,-84.8383207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Claire,Wisconsin,44.8165800,-91.5007700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ector,Texas,31.8691156,-102.5428458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy,New Mexico,32.4715074,-104.3043176,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Edgecombe,North Carolina,35.9129633,-77.5970712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgefield,South Carolina,33.7723459,-81.9666078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effingham,Georgia,32.3675565,-81.3412999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Dorado,California,38.6821700,-120.8468300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Paso,Colorado,38.8321269,-104.5255141,1,1,1,1,1,2,2,3,3,3,4,5,5,7,10,11
El Paso,Texas,31.7591600,-106.4874900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elbert,Colorado,39.2865771,-104.1358476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhart,Indiana,41.5973579,-85.8587550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko,Nevada,41.1458087,-115.3577152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elko County,Nevada,41.1458087,-115.3577152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis,Texas,32.3483929,-96.7946042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elmore,Alabama,32.5416500,-86.3109300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmet,Michigan,45.5202510,-84.8903285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erath,Texas,32.2362638,-98.2177877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie,New York,42.7638212,-78.7322497,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,7
Erie,Ohio,41.3636333,-82.6192445,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Erie,Pennsylvania,41.9916648,-80.0322062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escambia,Alabama,31.1261274,-87.1616118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escambia,Florida,30.7004848,-87.3772215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Essex,Massachusetts,42.6325100,-70.7811300,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4
Essex,New Jersey,40.7877926,-74.2476006,0,0,0,0,1,1,1,4,4,4,4,4,4,4,7,13
Essex,New York,44.1075570,-73.7912585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etowah,Alabama,34.0452327,-86.0347460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evangeline,Louisiana,30.7289500,-92.4058850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairbanks North Star,Alaska,64.8085066,-146.5634812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfax,Virginia,38.8417900,-77.3088700,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
Fairfax City,Virginia,38.8531213,-77.2997417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield,Connecticut,41.1663300,-73.2287600,0,0,0,0,1,3,4,4,5,6,6,12,13,15,20,21
Fairfield,Ohio,39.7516011,-82.6305437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield,South Carolina,34.3951862,-81.1211693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall River,South Dakota,43.2393826,-103.5274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls,Texas,31.2531833,-96.9357734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin,Georgia,34.8641842,-84.3199188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin,Texas,33.5930962,-96.1069593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faribault,Minnesota,43.6739203,-93.9480058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faulk,South Dakota,45.0710109,-99.1452367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faulkner,Arkansas,35.1470200,-92.3320093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fauquier,Virginia,38.7385265,-77.8091680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Georgia,33.4139091,-84.4942725,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3
Fayette,Illinois,39.0001671,-89.0241059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Indiana,39.6400652,-85.1787148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fayette,Iowa,42.8625873,-91.8443123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Kentucky,38.0422722,-84.4586867,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
Fayette,Ohio,39.5598451,-83.4560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Pennsylvania,39.9198342,-79.6473941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Tennessee,35.1969847,-89.4143294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Texas,29.8768561,-96.9196684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferry,Washington,48.4771575,-118.5195974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmore,Minnesota,43.6739865,-92.0901501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagler,Florida,29.4614205,-81.3135606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flathead,Montana,48.2979541,-114.0491365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence,South Carolina,34.0243884,-79.7027295,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3
Floyd,Georgia,34.2632424,-85.2145276,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2
Floyd,Indiana,38.3189831,-85.9069298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd,Kentucky,37.5570525,-82.7456299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluvanna,Virginia,37.8417834,-78.2778239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fond du Lac,Wisconsin,43.7730200,-88.4470900,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Ford,Kansas,37.6917133,-99.8879824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest,Mississippi,31.1888395,-89.2578348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forsyth,Georgia,34.2249323,-84.1334992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Forsyth,North Carolina,36.1305370,-80.2563022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend,Texas,29.5274525,-95.7706508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Foster,North Dakota,47.4570628,-98.8830233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fountain,Indiana,40.1208664,-87.2419594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Alabama,34.4417012,-87.8438968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Georgia,44.7296400,-73.1169600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Illinois,37.9922526,-88.9242101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Indiana,39.4148715,-85.0602519,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Franklin,Kansas,38.5645175,-95.2859405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Kentucky,38.2390838,-84.8770151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Louisiana,32.1332994,-91.6737971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Maine,44.9741507,-70.4440681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Massachusetts,42.5865487,-72.5977731,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
Franklin,Mississippi,31.4770478,-90.8977410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Missouri,38.4099961,-91.0750013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,New York,44.5926754,-74.3034218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,North Carolina,36.0827448,-78.2856003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Ohio,39.9694713,-83.0093307,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3
Franklin,Pennsylvania,39.9274958,-77.7211619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Tennessee,35.1550058,-86.0927782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Texas,33.1754864,-95.2183867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Vermont,44.8573171,-72.8915354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Virginia,36.9919569,-79.8809143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin,Washington,38.5537800,-91.0009200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick,Maryland,39.4157400,-77.4120300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick,Virginia,39.2045873,-78.2625924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg,Virginia,38.2648499,-77.4273200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremont,Colorado,38.4729572,-105.4395467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremont,Idaho,44.2287483,-111.4821039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremont,Wyoming,43.0405186,-108.6304974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresno,California,36.7408400,-119.7855200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,Georgia,33.7902407,-84.4671100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,13,13
Fulton,Indiana,41.0469160,-86.2635069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,New York,43.1124027,-74.4351628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,Ohio,41.6018012,-84.1300716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadsden,Florida,30.5794849,-84.6135174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gage,Nebraska,40.2619306,-96.6894642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaines,Texas,32.7407270,-102.6349943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galax,Virginia,36.6661061,-80.9172570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallatin,Montana,45.5404518,-111.1704109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallia,Ohio,38.8249591,-82.3174164,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Galveston,Texas,29.2953200,-94.8079100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,Colorado,39.5992265,-107.9040019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,Oklahoma,36.3790699,-97.7827140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,Utah,37.8555504,-111.4469137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garland,Arkansas,34.5748238,-93.1409133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett,Maryland,39.5284439,-79.2737996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garvin,Oklahoma,34.7045826,-97.3092962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaston,North Carolina,35.2941764,-81.1801548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geauga,Ohio,41.4995451,-81.1785838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gem,Idaho,44.0616460,-116.3973414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genesee,Michigan,43.0217016,-83.7067548,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5
Genesee,New York,43.0009402,-78.1936949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Mississippi,30.8625703,-88.6439732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown,South Carolina,33.3683000,-79.2807500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,Indiana,38.3118679,-87.5845025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,Tennessee,35.9965157,-88.9326383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gila,Arizona,33.7996654,-110.8116587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glades,Florida,26.9604469,-81.2421568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladwin,Michigan,43.9906941,-84.3882315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,California,39.5982798,-122.3923890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloucester,New Jersey,39.7172011,-75.1416437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gloucester,Virginia,37.4111426,-76.5378143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glynn,Georgia,31.2325826,-81.5426674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gogebic,Michigan,46.4089279,-89.6945113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Goochland,Virginia,37.7220189,-77.9162224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodhue,Minnesota,44.4075454,-92.7285322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordon,Georgia,34.5031965,-84.8758788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Goshen,Wyoming,42.0878863,-104.3532886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosper,Nebraska,40.5147856,-99.8307107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gove,Kansas,38.9161087,-100.4828864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady,Oklahoma,35.0171184,-97.8840235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grafton,New Hampshire,43.5621200,-71.9511400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham,Arizona,32.8744900,-109.7419800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand,Colorado,40.1026374,-106.1182838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand,Utah,38.9816390,-109.5710735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Traverse,Michigan,44.6686793,-85.5604762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Arkansas,34.2899975,-92.4236352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Indiana,40.5158394,-85.6547118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Kentucky,38.6487760,-84.6245708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Louisiana,32.7821355,-108.2836485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Oregon,44.4913963,-119.0074177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Washington,47.1988579,-119.4525987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Grant,Wisconsin,42.8719803,-90.7026796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granville,North Carolina,36.3037338,-78.6530413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gratiot,Michigan,43.2927163,-84.6048927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grays Harbor,Washington,47.1505523,-123.7737432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson,Kentucky,37.4607615,-86.3438618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson,Texas,33.6183323,-96.6738787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green,Wisconsin,42.6799749,-89.6022699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenbrier,West Virginia,37.9468114,-80.4529502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Alabama,32.8531821,-87.9521763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Arkansas,36.1176928,-90.5590833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Georgia,33.5787528,-83.1667057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Indiana,39.0363196,-86.9620489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Missouri,37.2580403,-93.3420185,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4
Greene,New York,42.2765457,-74.1226159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,North Carolina,35.4851606,-77.6755406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Ohio,39.6915362,-83.8899522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Pennsylvania,39.8537853,-80.2229036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Tennessee,36.1753420,-82.8459366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,Virginia,38.2978874,-78.4668603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greensville,Virginia,36.6757693,-77.5596021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenville,South Carolina,34.8482700,-82.4001100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Greenwood,South Carolina,34.1537606,-82.1258821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregg,Texas,32.4806246,-94.8169910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,Mississippi,33.7699988,-89.8020405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gridwood,Alaska,60.9410400,-149.1727000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimes,Texas,30.5436558,-95.9853018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
