County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Last_Update,Latitude,Longitude
Camden,South Carolina,4,,0,0.0000000,2020-03-14 12:04 EDT,,
Charleston,South Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,32.7811500,-79.9316000
Spartanburg,South Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,34.9483800,-81.9349400
Lancaster,South Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,34.7209600,-80.7711200
Fairfield,Connecticut,8,,0,0.0000000,2020-03-14 12:04 EDT,41.1663300,-73.2287600
Litchfield,Connecticut,3,,0,0.0000000,2020-03-14 12:04 EDT,41.7462600,-73.1889500
Hartford,Connecticut,1,,0,0.0000000,2020-03-14 12:04 EDT,41.7637500,-72.6739400
Pinal,Arizona,5,,0,0.0000000,2020-03-14 12:04 EDT,32.9043197,-111.3447647
Maricopa,Arizona,3,,0,0.0000000,2020-03-14 12:04 EDT,33.3488247,-112.4912788
Pima,Arizona,2,,0,0.0000000,2020-03-14 12:04 EDT,32.0972712,-111.7897671
Graham,Arizona,1,,0,0.0000000,2020-03-14 12:04 EDT,32.8744900,-109.7419800
Washington,District of Columbia,10,,0,0.0000000,2020-03-14 12:04 EDT,38.8903700,-77.0319600
Bernalillo,New Mexico,5,,0,0.0000000,2020-03-14 12:04 EDT,35.0512846,-106.6703125
Santa Fe,New Mexico,3,,0,0.0000000,2020-03-14 12:04 EDT,35.6916800,-105.9379600
Socorro,New Mexico,2,,0,0.0000000,2020-03-14 12:04 EDT,34.0601400,-106.8918700
Summit,Utah,4,,0,0.0000000,2020-03-14 12:04 EDT,40.8680986,-110.9558464
Unassigned,Utah,2,,0,0.0000000,2020-03-14 12:04 EDT,,
Davis,Utah,1,,0,0.0000000,2020-03-14 12:04 EDT,40.9997362,-111.9800051
Weber,Utah,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Salt Lake,Utah,1,,0,0.0000000,2020-03-14 12:04 EDT,40.7603100,-111.8882200
Minnehaha,South Dakota,3,,0,0.0000000,2020-03-14 12:04 EDT,43.6741776,-96.7914246
Pennington,South Dakota,1,,1,1.0000000,2020-03-14 12:04 EDT,44.0037450,-102.8239008
Beadle,South Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,44.4144846,-98.2781099
Charles Mix,South Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,43.2074746,-98.5766704
Davidson,South Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Bon Homme,South Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,42.9933604,-97.8866697
McCook,South Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,43.6743065,-97.3684216
Unassigned,Arkansas,9,,0,0.0000000,2020-03-14 12:04 EDT,34.9697040,-92.3731230
Rockingham,New Hampshire,4,,0,0.0000000,2020-03-14 12:04 EDT,43.0495400,-70.9321600
Grafton,New Hampshire,3,,0,0.0000000,2020-03-14 12:04 EDT,43.5621200,-71.9511400
Johnson,Kansas,4,,0,0.0000000,2020-03-14 12:04 EDT,38.8837729,-94.8222252
Wyandotte,Kansas,1,,1,1.0000000,2020-03-14 12:04 EDT,39.1140701,-94.7652427
Sedgwick,Kansas,1,,0,0.0000000,2020-03-14 12:04 EDT,37.6847605,-97.4609470
Forrest,Mississippi,3,,0,0.0000000,2020-03-14 12:04 EDT,31.1888395,-89.2578348
Leflore,Mississippi,1,,0,0.0000000,2020-03-14 12:04 EDT,33.5505280,-90.3010654
Pearl River,Mississippi,1,,0,0.0000000,2020-03-14 12:04 EDT,30.7685434,-89.5897574
Copiah,Mississippi,1,,0,0.0000000,2020-03-14 12:04 EDT,31.8693204,-90.4488597
Montgomery,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,32.3801500,-86.3000800
Jefferson,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,33.5542737,-86.8964891
Elmore,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,32.5416500,-86.3109300
Tuscaloosa,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,33.2104200,-87.5662500
Limestone,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,34.8148920,-86.9772846
Unassigned,Alabama,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Unassigned,Montana,1,,0,0.0000000,2020-03-14 12:04 EDT,46.9219250,-110.4543530
Gallatin,Montana,1,,0,0.0000000,2020-03-14 12:04 EDT,45.5404518,-111.1704109
Yellowstone,Montana,1,,0,0.0000000,2020-03-14 12:04 EDT,45.9371163,-108.2743481
Silver Bow,Montana,1,,0,0.0000000,2020-03-14 12:04 EDT,45.9954400,-112.6566100
Lewis and Clark,Montana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Tulsa,Oklahoma,2,,0,0.0000000,2020-03-14 12:04 EDT,36.1501100,-95.9935200
Jackson,Oklahoma,1,,0,0.0000000,2020-03-14 12:04 EDT,34.5866254,-99.4160473
Oklahoma,Oklahoma,1,,0,0.0000000,2020-03-14 12:04 EDT,35.5826840,-97.5085994
St. Louis,Missouri,2,,0,0.0000000,2020-03-14 12:04 EDT,38.6277500,-90.1995600
Greene,Missouri,1,,0,0.0000000,2020-03-14 12:04 EDT,37.2580403,-93.3420185
Unassigned,Missouri,1,,0,0.0000000,2020-03-14 12:04 EDT,38.4560850,-92.2883680
New Castle,Delaware,4,,0,0.0000000,2020-03-14 12:04 EDT,39.6597700,-75.5639400
Honolulu,Hawaii,2,,0,0.0000000,2020-03-14 12:04 EDT,21.3049300,-157.8578800
Kauai,Hawaii,1,,0,0.0000000,2020-03-14 12:04 EDT,22.0825024,-159.7275965
Unassigned,Maine,2,,0,0.0000000,2020-03-14 12:04 EDT,44.6939470,-69.3819270
Androscoggin,Maine,1,,0,0.0000000,2020-03-14 12:04 EDT,44.1658761,-70.2064586
Puerto Rico,Puerto Rico,3,,0,0.0000000,2020-03-14 12:04 EDT,18.2226065,-66.4689534
Bennington,Vermont,1,,0,0.0000000,2020-03-14 12:04 EDT,42.8767200,-73.1981800
Chittenden,Vermont,1,,0,0.0000000,2020-03-14 12:04 EDT,44.4579951,-73.0540497
Sheridan,Wyoming,1,,0,0.0000000,2020-03-14 12:04 EDT,44.7979200,-106.9558700
Fremont,Wyoming,1,,0,0.0000000,2020-03-14 12:04 EDT,43.0405186,-108.6304974
Ward,North Dakota,1,,0,0.0000000,2020-03-14 12:04 EDT,48.2216809,-101.5418179
Anchorage,Alaska,1,,0,0.0000000,2020-03-14 12:04 EDT,61.2175300,-149.8582500
Ada,Idaho,1,,0,0.0000000,2020-03-14 12:04 EDT,43.4510569,-116.2411338
