County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
Marquette,Michigan,21,3,2,0,0.0952381,46.4312528,-87.6415934,2020-04-10 22:54 EDT
Van Buren,Michigan,20,2,1,0,0.0500000,42.2513073,-86.0188899,2020-04-10 22:54 EDT
Montcalm,Michigan,20,1,1,0,0.0500000,43.3109547,-85.1525018,2020-04-10 22:54 EDT
St. Joseph,Michigan,20,2,0,0,0.0000000,42.1033900,-86.4852600,2020-04-10 22:54 EDT
Allegan,Michigan,19,1,0,0,0.0000000,42.5912512,-85.8881912,2020-04-10 22:54 EDT
Emmet,Michigan,17,1,2,0,0.1176471,45.5202510,-84.8903285,2020-04-10 22:54 EDT
Grand Traverse,Michigan,16,1,3,0,0.1875000,44.6686793,-85.5604762,2020-04-10 22:54 EDT
Ionia,Michigan,14,1,2,1,0.1428571,42.9450887,-85.0745858,2020-04-10 22:54 EDT
Federal Correctional Institution (FCI),Michigan,14,14,0,0,0.0000000,41.4872200,-74.5266700,2020-04-10 22:54 EDT
Cass,Michigan,12,2,1,0,0.0833333,41.9153928,-85.9934540,2020-04-10 22:54 EDT
Mecosta,Michigan,11,2,1,0,0.0909091,43.6408107,-85.3246212,2020-04-10 22:54 EDT
Kalkaska,Michigan,10,0,2,0,0.2000000,44.6846825,-85.0902439,2020-04-10 22:54 EDT
Cheboygan,Michigan,10,0,1,0,0.1000000,45.4460469,-84.5003771,2020-04-10 22:54 EDT
Charlevoix,Michigan,10,1,0,0,0.0000000,45.3165300,-85.2607200,2020-04-10 22:54 EDT
Delta,Michigan,9,0,1,0,0.1111111,45.9196664,-86.9244882,2020-04-10 22:54 EDT
Manistee,Michigan,9,0,0,0,0.0000000,44.3329659,-86.0566640,2020-04-10 22:54 EDT
Roscommon,Michigan,8,0,0,0,0.0000000,44.3356117,-84.6116126,2020-04-10 22:54 EDT
Barry,Michigan,7,0,0,0,0.0000000,42.5950210,-85.3089725,2020-04-10 22:54 EDT
Wexford,Michigan,7,0,0,0,0.0000000,44.3383618,-85.5783822,2020-04-10 22:54 EDT
Antrim,Michigan,6,0,0,0,0.0000000,44.9990804,-85.1402069,2020-04-10 22:54 EDT
Gratiot,Michigan,6,0,0,0,0.0000000,43.2927163,-84.6048927,2020-04-10 22:54 EDT
Crawford,Michigan,5,0,1,0,0.2000000,44.6836179,-84.6103217,2020-04-10 22:54 EDT
Huron,Michigan,5,0,0,0,0.0000000,43.8333068,-83.0188932,2020-04-10 22:54 EDT
Gogebic,Michigan,4,1,1,0,0.2500000,46.4089279,-89.6945113,2020-04-10 22:54 EDT
Iosco,Michigan,4,0,1,0,0.2500000,44.3558242,-83.6358980,2020-04-10 22:54 EDT
Arenac,Michigan,4,0,0,0,0.0000000,44.0654593,-83.8950034,2020-04-10 22:54 EDT
Gladwin,Michigan,4,0,0,0,0.0000000,43.9906941,-84.3882315,2020-04-10 22:54 EDT
Leelanau,Michigan,4,0,0,0,0.0000000,44.9384907,-85.8118234,2020-04-10 22:54 EDT
Mackinac,Michigan,4,0,0,0,0.0000000,46.0816496,-85.0949245,2020-04-10 22:54 EDT
Newaygo,Michigan,4,1,0,0,0.0000000,43.5541849,-85.8008896,2020-04-10 22:54 EDT
Dickinson,Michigan,3,0,1,0,0.3333333,46.0092240,-87.8702798,2020-04-10 22:54 EDT
Oceana,Michigan,3,0,1,0,0.3333333,43.6408904,-86.2675669,2020-04-10 22:54 EDT
Clare,Michigan,3,1,1,1,0.3333333,43.9878737,-84.8478310,2020-04-10 22:54 EDT
Ogemaw,Michigan,3,0,0,0,0.0000000,44.3349416,-84.1264246,2020-04-10 22:54 EDT
Osceola,Michigan,3,0,0,0,0.0000000,43.9898326,-85.3252569,2020-04-10 22:54 EDT
Oscoda,Michigan,3,0,0,0,0.0000000,44.6817560,-84.1297340,2020-04-10 22:54 EDT
Presque Isle,Michigan,2,1,0,0,0.0000000,45.3347400,-83.4922000,2020-04-10 22:54 EDT
Missaukee,Michigan,1,0,1,0,1.0000000,44.3373129,-85.0946758,2020-04-10 22:54 EDT
Chippewa,Michigan,1,0,1,1,1.0000000,46.3038192,-84.5940658,2020-04-10 22:54 EDT
Houghton,Michigan,1,0,0,0,0.0000000,46.8976634,-88.6876491,2020-04-10 22:54 EDT
Schoolcraft,Michigan,1,0,0,0,0.0000000,46.1965774,-86.1995897,2020-04-10 22:54 EDT
Luce,Michigan,1,0,0,0,0.0000000,46.4706882,-85.5442926,2020-04-10 22:54 EDT
Mason,Michigan,1,0,0,0,0.0000000,43.9952659,-86.2499425,2020-04-10 22:54 EDT
Menominee,Michigan,1,1,0,0,0.0000000,45.5800815,-87.5565912,2020-04-10 22:54 EDT
Benzie,Michigan,0,0,0,0,,44.6387149,-86.0155456,2020-04-10 22:54 EDT
Ontonagon,Michigan,0,0,0,0,,46.6644052,-89.3149853,2020-04-10 22:54 EDT
Los Angeles,California,8443,488,242,19,0.0286628,34.0534900,-118.2453200,2020-04-10 22:54 EDT
San Diego,California,1628,0,40,0,0.0245700,32.7156800,-117.1617100,2020-04-10 22:54 EDT
Santa Clara,California,1484,42,50,3,0.0336927,37.3557900,-121.9550900,2020-04-10 22:54 EDT
Riverside,California,1350,70,39,6,0.0288889,33.9817100,-117.3740400,2020-04-10 22:54 EDT
Orange,California,1138,59,17,0,0.0149385,33.7878700,-117.8507100,2020-04-10 22:54 EDT
San Bernardino,California,810,81,25,1,0.0308642,34.1052400,-117.2941200,2020-04-10 22:54 EDT
San Francisco,California,797,73,13,3,0.0163112,37.7771200,-122.4196400,2020-04-10 22:54 EDT
Alameda,California,766,53,20,3,0.0261097,37.7668300,-122.2453000,2020-04-10 22:54 EDT
Sacramento,California,653,73,24,-9,0.0367534,38.5794400,-121.4908500,2020-04-10 22:54 EDT
San Mateo,California,638,5,21,0,0.0329154,37.5470400,-122.3148500,2020-04-10 22:54 EDT
Contra Costa,California,511,27,9,1,0.0176125,37.9179373,-121.9259354,2020-04-10 22:54 EDT
Kern,California,371,34,3,0,0.0080863,35.3428164,-118.7299395,2020-04-10 22:54 EDT
Ventura,California,298,24,10,3,0.0335570,34.2808200,-119.2923200,2020-04-10 22:54 EDT
Santa Barbara,California,260,32,2,0,0.0076923,34.4193800,-119.6990500,2020-04-10 22:54 EDT
San Joaquin,California,253,16,14,0,0.0553360,37.9347956,-121.2713112,2020-04-10 22:54 EDT
Tulare,California,203,35,11,2,0.0541872,36.2064900,-119.3430500,2020-04-10 22:54 EDT
Fresno,California,191,35,5,2,0.0261780,36.7408400,-119.7855200,2020-04-10 22:54 EDT
Marin,California,154,5,10,0,0.0649351,38.0718873,-122.7195348,2020-04-10 22:54 EDT
Sonoma,California,142,6,1,0,0.0070423,38.2918800,-122.4572800,2020-04-10 22:54 EDT
Placer,California,123,3,4,0,0.0325203,39.0591356,-120.7536328,2020-04-10 22:54 EDT
Solano,California,121,9,2,0,0.0165289,38.2779336,-121.9272405,2020-04-10 22:54 EDT
Stanislaus,California,116,13,1,1,0.0086207,37.5593262,-120.9976619,2020-04-10 22:54 EDT
San Luis Obispo,California,107,5,1,0,0.0093458,35.2857900,-120.6627500,2020-04-10 22:54 EDT
Santa Cruz,California,80,0,1,0,0.0125000,36.9742400,-122.0309800,2020-04-10 22:54 EDT
Imperial,California,79,0,3,0,0.0379747,32.8474800,-115.5695200,2020-04-10 22:54 EDT
Yolo,California,75,4,3,0,0.0400000,38.7343100,-121.8127900,2020-04-10 22:54 EDT
Monterey,California,71,2,3,1,0.0422535,36.2171460,-121.2390196,2020-04-10 22:54 EDT
Merced,California,52,12,3,0,0.0576923,37.1918743,-120.7177390,2020-04-10 22:54 EDT
Humboldt,California,50,0,0,0,0.0000000,40.6987980,-123.8737147,2020-04-10 22:54 EDT
San Benito,California,35,1,2,0,0.0571429,36.5050600,-121.0833200,2020-04-10 22:54 EDT
Nevada,California,34,0,1,0,0.0294118,39.2616000,-121.0161000,2020-04-10 22:54 EDT
Napa,California,32,4,2,0,0.0625000,38.5064769,-122.3306091,2020-04-10 22:54 EDT
Madera,California,30,0,2,0,0.0666667,36.9620500,-120.0639900,2020-04-10 22:54 EDT
El Dorado,California,30,1,0,0,0.0000000,38.6821700,-120.8468300,2020-04-10 22:54 EDT
Shasta,California,24,0,3,0,0.1250000,40.5982800,-122.4909500,2020-04-10 22:54 EDT
Sutter,California,22,2,2,0,0.0909091,39.0346754,-121.6948457,2020-04-10 22:54 EDT
Mono,California,20,0,1,0,0.0500000,37.9374978,-118.8838882,2020-04-10 22:54 EDT
Yuba,California,15,0,1,1,0.0666667,39.2691830,-121.3512653,2020-04-10 22:54 EDT
Butte,California,14,1,0,0,0.0000000,39.6670914,-121.6009110,2020-04-10 22:54 EDT
Inyo,California,12,1,0,0,0.0000000,36.5110603,-117.4105919,2020-04-10 22:54 EDT
Calaveras,California,8,0,0,0,0.0000000,38.2047357,-120.5540655,2020-04-10 22:54 EDT
Kings,California,8,0,0,0,0.0000000,36.0754307,-119.8153541,2020-04-10 22:54 EDT
Amador,California,7,0,0,0,0.0000000,38.4460653,-120.6517550,2020-04-10 22:54 EDT
Siskiyou,California,5,1,0,0,0.0000000,41.5925637,-122.5407772,2020-04-10 22:54 EDT
Mendocino,California,4,0,0,0,0.0000000,39.4402406,-123.3912784,2020-04-10 22:54 EDT
Lake,California,4,1,0,0,0.0000000,39.1026534,-122.7508974,2020-04-10 22:54 EDT
Colusa,California,3,0,0,0,0.0000000,39.1775977,-122.2371023,2020-04-10 22:54 EDT
Glenn,California,3,1,0,0,0.0000000,39.5982798,-122.3923890,2020-04-10 22:54 EDT
Plumas,California,3,0,0,0,0.0000000,40.0007024,-120.8334983,2020-04-10 22:54 EDT
Del Norte,California,2,0,0,0,0.0000000,41.7431758,-123.8971107,2020-04-10 22:54 EDT
Alpine,California,1,0,0,0,0.0000000,38.5973330,-119.8204213,2020-04-10 22:54 EDT
Tuolumne,California,1,0,0,0,0.0000000,38.0276437,-119.9546536,2020-04-10 22:54 EDT
Tehama,California,1,0,0,0,0.0000000,40.1256969,-122.2339153,2020-04-10 22:54 EDT
Suffolk,Massachusetts,4534,493,48,0,0.0105867,42.3318916,-71.0753743,2020-04-10 22:54 EDT
Middlesex,Massachusetts,4447,402,80,0,0.0179897,42.4855941,-71.3917913,2020-04-10 22:54 EDT
Essex,Massachusetts,2670,334,50,0,0.0187266,42.6325100,-70.7811300,2020-04-10 22:54 EDT
Norfolk,Massachusetts,2216,209,41,0,0.0185018,42.1194100,-71.3308300,2020-04-10 22:54 EDT
Worcester,Massachusetts,1678,217,29,0,0.0172825,42.2634100,-71.8021900,2020-04-10 22:54 EDT
Plymouth,Massachusetts,1677,170,33,0,0.0196780,41.9280800,-70.6568000,2020-04-10 22:54 EDT
Hampden,Massachusetts,1394,118,62,0,0.0444763,42.0646130,-72.4220000,2020-04-10 22:54 EDT
Bristol,Massachusetts,1086,92,23,0,0.0211786,41.7983696,-71.1142812,2020-04-10 22:54 EDT
Barnstable,Massachusetts,464,20,11,0,0.0237069,41.7019400,-70.3044200,2020-04-10 22:54 EDT
Berkshire,Massachusetts,329,25,18,0,0.0547112,42.5110500,-73.1942600,2020-04-10 22:54 EDT
Hampshire,Massachusetts,194,17,3,0,0.0154639,42.3402715,-72.6694039,2020-04-10 22:54 EDT
Franklin,Massachusetts,135,7,21,0,0.1555556,42.5865487,-72.5977731,2020-04-10 22:54 EDT
Dukes and Nantucket,Massachusetts,21,3,1,0,0.0476190,42.3127530,-71.3018295,2020-04-10 22:54 EDT
Philadelphia,Pennsylvania,5793,522,137,33,0.0236492,39.9522200,-75.1621800,2020-04-10 22:54 EDT
Montgomery,Pennsylvania,1889,196,50,13,0.0264690,40.2108942,-75.3673638,2020-04-10 22:54 EDT
Lehigh,Pennsylvania,1562,96,16,3,0.0102433,40.6126567,-75.5923206,2020-04-10 22:54 EDT
Delaware,Pennsylvania,1377,155,30,4,0.0217865,39.9167251,-75.3989856,2020-04-10 22:54 EDT
Luzerne,Pennsylvania,1325,84,15,3,0.0113208,41.2866900,-75.9027200,2020-04-10 22:54 EDT
Bucks,Pennsylvania,1107,85,32,4,0.0289070,40.3369404,-75.1067941,2020-04-10 22:54 EDT
Northampton,Pennsylvania,994,45,21,1,0.0211268,40.6836000,-75.4910800,2020-04-10 22:54 EDT
Allegheny,Pennsylvania,788,29,18,6,0.0228426,40.4508200,-80.0161500,2020-04-10 22:54 EDT
Monroe,Pennsylvania,752,36,19,0,0.0252660,41.0581159,-75.3393979,2020-04-10 22:54 EDT
Berks,Pennsylvania,720,104,12,0,0.0166667,40.4163373,-75.9260454,2020-04-10 22:54 EDT
Lancaster,Pennsylvania,648,52,21,4,0.0324074,40.0423624,-76.2476733,2020-04-10 22:54 EDT
Chester,Pennsylvania,485,60,9,2,0.0185567,39.9732037,-75.7484515,2020-04-10 22:54 EDT
Lackawanna,Pennsylvania,346,34,18,2,0.0520231,41.4368563,-75.6091800,2020-04-10 22:54 EDT
York,Pennsylvania,283,33,3,0,0.0106007,39.9199320,-76.7264529,2020-04-10 22:54 EDT
Lebanon,Pennsylvania,218,31,1,1,0.0045872,40.3671979,-76.4577463,2020-04-10 22:54 EDT
Westmoreland,Pennsylvania,202,12,5,5,0.0247525,40.3107724,-79.4669799,2020-04-10 22:54 EDT
Dauphin,Pennsylvania,199,19,2,0,0.0100503,40.4154205,-76.7794701,2020-04-10 22:54 EDT
Pike,Pennsylvania,190,27,6,0,0.0315789,41.3320250,-75.0338235,2020-04-10 22:54 EDT
Schuylkill,Pennsylvania,164,15,1,0,0.0060976,40.7058387,-76.2158594,2020-04-10 22:54 EDT
Beaver,Pennsylvania,139,10,13,0,0.0935252,40.6964000,-80.3019600,2020-04-10 22:54 EDT
Butler,Pennsylvania,123,10,3,1,0.0243902,40.9117606,-79.9129822,2020-04-10 22:54 EDT
Cumberland,Pennsylvania,96,8,2,0,0.0208333,40.1636766,-77.2653807,2020-04-10 22:54 EDT
Carbon,Pennsylvania,93,10,3,1,0.0322581,40.9181960,-75.7088375,2020-04-10 22:54 EDT
Columbia,Pennsylvania,81,16,2,0,0.0246914,41.0485844,-76.4051914,2020-04-10 22:54 EDT
Washington,Pennsylvania,66,3,0,0,0.0000000,40.1675200,-80.2464800,2020-04-10 22:54 EDT
Centre,Pennsylvania,61,2,0,0,0.0000000,40.9193080,-77.8197979,2020-04-10 22:54 EDT
Franklin,Pennsylvania,57,5,0,0,0.0000000,39.9274958,-77.7211619,2020-04-10 22:54 EDT
Wayne,Pennsylvania,53,4,0,-1,0.0000000,41.6487880,-75.3032486,2020-04-10 22:54 EDT
Fayette,Pennsylvania,49,4,1,0,0.0204082,39.9198342,-79.6473941,2020-04-10 22:54 EDT
Lawrence,Pennsylvania,45,8,3,1,0.0666667,40.9912131,-80.3340561,2020-04-10 22:54 EDT
Adams,Pennsylvania,43,5,1,0,0.0232558,39.8715070,-77.2179455,2020-04-10 22:54 EDT
Montour,Pennsylvania,37,0,0,0,0.0000000,41.0278991,-76.6585674,2020-04-10 22:54 EDT
Erie,Pennsylvania,36,4,0,0,0.0000000,41.9916648,-80.0322062,2020-04-10 22:54 EDT
Mercer,Pennsylvania,36,6,0,0,0.0000000,41.3021995,-80.2577334,2020-04-10 22:54 EDT
Juniata,Pennsylvania,30,7,0,0,0.0000000,40.5311080,-77.4020541,2020-04-10 22:54 EDT
Northumberland,Pennsylvania,29,5,0,0,0.0000000,40.8519846,-76.7092667,2020-04-10 22:54 EDT
Indiana,Pennsylvania,26,5,0,0,0.0000000,40.6520615,-79.0875062,2020-04-10 22:54 EDT
Susquehanna,Pennsylvania,22,6,2,1,0.0909091,41.8213214,-75.8007834,2020-04-10 22:54 EDT
Armstrong,Pennsylvania,22,2,0,0,0.0000000,40.8124353,-79.4644720,2020-04-10 22:54 EDT
Greene,Pennsylvania,21,0,0,0,0.0000000,39.8537853,-80.2229036,2020-04-10 22:54 EDT
Lycoming,Pennsylvania,18,1,0,0,0.0000000,41.3433081,-77.0644292,2020-04-10 22:54 EDT
Perry,Pennsylvania,16,1,1,0,0.0625000,40.3984025,-77.2622920,2020-04-10 22:54 EDT
